Name,KOI
Kepler-1578 b,K04261.01
Kepler-1579 b,K04268.01
Kepler-158 b,K00446.01
Kepler-158 c,K00446.02
Kepler-1580 b,K04276.01
Kepler-1581 b,K04288.01
Kepler-1582 b,K04290.01
Kepler-1583 b,K04292.01
Kepler-1584 b,K04295.01
Kepler-1585 b,K04300.01
Kepler-1586 b,K04301.01
Kepler-1587 b,K04304.01
Kepler-1588 b,K04312.01
Kepler-1589 b,K04327.01
Kepler-159 b,K00448.01
Kepler-159 c,K00448.02
Kepler-1590 b,K04335.01
Kepler-1591 b,K04337.01
Kepler-1592 b,K04347.01
Kepler-1593 b,K04356.01
Kepler-1594 b,K04360.01
Kepler-1595 b,K04364.01
Kepler-1596 b,K04371.01
Kepler-1597 b,K04382.01
Kepler-1598 b,K04383.01
Kepler-1599 b,K04384.01
Kepler-160 b,K00456.02
Kepler-160 c,K00456.01
Kepler-1600 b,K04385.02
Kepler-1601 b,K04400.01
Kepler-1602 b,K04411.01
Kepler-1603 b,K04424.01
Kepler-1604 b,K04441.01
Kepler-1605 b,K04446.01
Kepler-1606 b,K04450.01
Kepler-1607 b,K04473.01
Kepler-1608 b,K04474.01
Kepler-1609 b,K04491.01
Kepler-161 b,K00457.01
Kepler-161 c,K00457.02
Kepler-1610 b,K04500.01
Kepler-1611 b,K04510.01
Kepler-1612 b,K04513.01
Kepler-1613 b,K04561.01
Kepler-1614 b,K04566.01
Kepler-1615 b,K04571.01
Kepler-1616 b,K04585.01
Kepler-1617 b,K04617.01
Kepler-1618 b,K04640.01
Kepler-1619 b,K04693.01
Kepler-162 b,K00459.02
Kepler-162 c,K00459.01
Kepler-1620 b,K04706.01
Kepler-1621 b,K04747.01
Kepler-1622 b,K04765.01
Kepler-1623 b,K04803.01
Kepler-1624 b,K04928.01
Kepler-1625 b,K05084.01
Kepler-1626 b,K05178.01
Kepler-1627 b,K05245.01
Kepler-1628 b,K05416.01
Kepler-1629 b,K05447.02
Kepler-163 b,K00471.02
Kepler-163 c,K00471.01
Kepler-1630 b,K05454.01
Kepler-1631 b,K05466.01
Kepler-1632 b,K05475.01
Kepler-1633 b,K05568.01
Kepler-1634 b,K05581.01
Kepler-1635 b,K05622.01
Kepler-1636 b,K05706.01
Kepler-1637 b,K05827.01
Kepler-1638 b,K05856.01
Kepler-1639 b,K05875.01
Kepler-164 b,K00474.04
Kepler-164 c,K00474.01
Kepler-164 d,K00474.02
Kepler-1640 b,K06132.02
Kepler-1641 b,K06145.01
Kepler-1641 c,K06145.02
Kepler-1642 b,K06166.01
Kepler-1642 c,K06166.02
Kepler-1643 b,K06186.01
Kepler-1644 b,K06228.01
Kepler-1645 b,K06233.01
Kepler-1646 b,K06863.01
Kepler-1649 b,K03138.01
Kepler-1649 c,K03138.02
Kepler-165 b,K00475.01
Kepler-165 c,K00475.02
Kepler-1650 b,K01702.01
Kepler-1651 A b,K01725.01
Kepler-1652 b,K02626.01
Kepler-1653 b,K04550.01
Kepler-1655 b,K00280.01
Kepler-1656 b,K00367.01
Kepler-1657 b,K03680.01
Kepler-1658 b,K00004.01
Kepler-1659 b,K01599.02
Kepler-1659 c,K01599.01
Kepler-166 b,K00481.01
Kepler-166 c,K00481.03
Kepler-166 d,K00481.02
Kepler-1662 b,K01783.01
Kepler-1662 c,K01783.02
Kepler-1663 b,K00252.01
Kepler-1664 b,K00349.01
Kepler-1665 b,K00650.01
Kepler-1666 b,K00945.01
Kepler-1666 c,K00945.02
Kepler-1667 b,K01311.01
Kepler-1668 b,K01470.01
Kepler-1669 b,K01475.02
Kepler-167 A b,K00490.01
Kepler-167 A c,K00490.03
Kepler-167 A d,K00490.04
Kepler-167 A e,K00490.02
Kepler-1670 b,K01705.01
Kepler-1671 b,K01738.01
Kepler-1672 b,K01822.01
Kepler-1673 b,K01863.01
Kepler-1674 b,K01892.01
Kepler-1675 b,K01928.01
Kepler-1676 b,K01943.01
Kepler-1677 b,K01984.01
Kepler-1678 b,K02066.01
Kepler-1679 b,K02106.01
Kepler-168 b,K00497.02
Kepler-168 c,K00497.01
Kepler-1680 b,K02120.01
Kepler-1681 b,K02132.01
Kepler-1682 b,K02229.01
Kepler-1683 b,K02293.01
Kepler-1684 b,K02417.01
Kepler-1685 b,K02504.01
Kepler-1686 b,K02559.01
Kepler-1687 b,K02588.01
Kepler-1688 b,K02733.01
Kepler-1689 b,K02755.01
Kepler-169 b,K00505.03
Kepler-169 c,K00505.02
Kepler-169 d,K00505.04
Kepler-169 e,K00505.01
Kepler-169 f,K00505.05
Kepler-1690 b,K02757.01
Kepler-1691 b,K02802.01
Kepler-1692 b,K02849.01
Kepler-1693 b,K02871.01
Kepler-1694 b,K02878.01
Kepler-1695 b,K03048.01
Kepler-1696 b,K03361.01
Kepler-1697 b,K03478.01
Kepler-1698 b,K03864.01
Kepler-1699 b,K03933.01
Kepler-17 b,K00203.01
Kepler-170 b,K00508.01
Kepler-170 c,K00508.02
Kepler-1700 b,K04014.01
Kepler-1701 b,K04054.01
Kepler-1702 b,K04386.01
Kepler-171 b,K00509.01
Kepler-171 c,K00509.02
Kepler-171 d,K00509.03
Kepler-172 b,K00510.01
Kepler-172 c,K00510.02
Kepler-172 d,K00510.03
Kepler-172 e,K00510.04
Kepler-173 b,K00511.02
Kepler-173 c,K00511.01
Kepler-174 b,K00518.01
Kepler-174 c,K00518.02
Kepler-174 d,K00518.03
Kepler-175 b,K00519.01
Kepler-175 c,K00519.02
Kepler-176 b,K00520.02
Kepler-176 c,K00520.01
Kepler-176 d,K00520.03
Kepler-176 e,K00520.04
Kepler-177 b,K00523.02
Kepler-177 c,K00523.01
Kepler-178 b,K00528.01
Kepler-178 c,K00528.03
Kepler-178 d,K00528.02
Kepler-179 b,K00534.02
Kepler-179 c,K00534.01
Kepler-18 b,K00137.03
Kepler-18 c,K00137.01
Kepler-18 d,K00137.02
Kepler-180 b,K00542.02
Kepler-180 c,K00542.01
Kepler-181 b,K00543.02
Kepler-181 c,K00543.01
Kepler-182 b,K00546.02
Kepler-182 c,K00546.01
Kepler-183 b,K00551.02
Kepler-183 c,K00551.01
Kepler-184 b,K00567.01
Kepler-184 c,K00567.02
Kepler-184 d,K00567.03
Kepler-185 b,K00569.02
Kepler-185 c,K00569.01
Kepler-186 b,K00571.03
Kepler-186 c,K00571.01
Kepler-186 d,K00571.02
Kepler-186 e,K00571.04
Kepler-186 f,K00571.05
Kepler-187 b,K00572.02
Kepler-187 c,K00572.01
Kepler-188 b,K00573.02
Kepler-188 c,K00573.01
Kepler-189 b,K00574.02
Kepler-189 c,K00574.01
Kepler-19 b,K00084.01
Kepler-190 b,K00579.01
Kepler-190 c,K00579.02
Kepler-191 b,K00582.03
Kepler-191 c,K00582.02
Kepler-191 d,K00582.01
Kepler-192 b,K00584.01
Kepler-192 c,K00584.02
Kepler-192 d,K00584.03
Kepler-193 b,K00590.01
Kepler-193 c,K00590.02
Kepler-194 b,K00597.02
Kepler-194 c,K00597.01
Kepler-194 d,K00597.03
Kepler-195 b,K00598.01
Kepler-195 c,K00598.02
Kepler-196 b,K00612.01
Kepler-196 c,K00612.02
Kepler-197 A b,K00623.03
Kepler-197 A c,K00623.01
Kepler-197 A d,K00623.02
Kepler-197 A e,K00623.04
Kepler-198 b,K00624.01
Kepler-198 c,K00624.02
Kepler-198 d,K00624.03
Kepler-199 b,K00638.01
Kepler-199 c,K00638.02
Kepler-2 b,K00002.01
Kepler-20 A b,K00070.02
Kepler-20 A c,K00070.01
Kepler-20 A d,K00070.03
Kepler-20 A e,K00070.04
Kepler-20 A f,K00070.05
Kepler-200 b,K00654.01
Kepler-200 c,K00654.02
Kepler-201 b,K00655.01
Kepler-201 c,K00655.02
Kepler-202 b,K00657.01
Kepler-202 c,K00657.02
Kepler-203 b,K00658.01
Kepler-203 c,K00658.02
Kepler-203 d,K00658.03
Kepler-204 b,K00661.01
Kepler-204 c,K00661.02
Kepler-205 b,K00663.01
Kepler-205 c,K00663.02
Kepler-206 b,K00664.02
Kepler-206 c,K00664.01
Kepler-206 d,K00664.03
Kepler-207 b,K00665.02
Kepler-207 c,K00665.03
Kepler-207 d,K00665.01
Kepler-208 b,K00671.01
Kepler-208 c,K00671.02
Kepler-208 d,K00671.04
Kepler-208 e,K00671.03
Kepler-209 b,K00672.01
Kepler-209 c,K00672.02
Kepler-21 A b,K00975.01
Kepler-210 b,K00676.02
Kepler-210 c,K00676.01
Kepler-211 b,K00678.02
Kepler-211 c,K00678.01
Kepler-212 b,K00679.02
Kepler-212 c,K00679.01
Kepler-213 b,K00692.01
Kepler-213 c,K00692.02
Kepler-214 b,K00693.02
Kepler-214 c,K00693.01
Kepler-215 b,K00700.02
Kepler-215 c,K00700.03
Kepler-215 d,K00700.01
Kepler-215 e,K00700.04
Kepler-216 b,K00708.02
Kepler-216 c,K00708.01
Kepler-217 b,K00710.01
Kepler-217 c,K00710.02
Kepler-217 d,K00710.03
Kepler-218 b,K00711.02
Kepler-218 c,K00711.01
Kepler-218 d,K00711.03
Kepler-219 b,K00718.01
Kepler-219 c,K00718.02
Kepler-219 d,K00718.03
Kepler-22 b,K00087.01
Kepler-220 b,K00719.04
Kepler-220 c,K00719.01
Kepler-220 d,K00719.02
Kepler-220 e,K00719.03
Kepler-221 b,K00720.04
Kepler-221 c,K00720.01
Kepler-221 d,K00720.02
Kepler-221 e,K00720.03
Kepler-222 b,K00723.01
Kepler-222 c,K00723.03
Kepler-222 d,K00723.02
Kepler-223 b,K00730.04
Kepler-223 c,K00730.02
Kepler-223 d,K00730.01
Kepler-223 e,K00730.03
Kepler-224 b,K00733.03
Kepler-224 c,K00733.01
Kepler-224 d,K00733.02
Kepler-224 e,K00733.04
Kepler-225 b,K00736.02
Kepler-225 c,K00736.01
Kepler-226 b,K00749.02
Kepler-226 c,K00749.01
Kepler-226 d,K00749.03
Kepler-227 b,K00752.01
Kepler-227 c,K00752.02
Kepler-228 b,K00756.03
Kepler-228 c,K00756.02
Kepler-228 d,K00756.01
Kepler-229 b,K00757.03
Kepler-229 c,K00757.01
Kepler-229 d,K00757.02
Kepler-23 b,K00168.03
Kepler-23 c,K00168.01
Kepler-23 d,K00168.02
Kepler-230 b,K00759.01
Kepler-230 c,K00759.02
Kepler-231 b,K00784.02
Kepler-231 c,K00784.01
Kepler-232 b,K00787.01
Kepler-232 c,K00787.02
Kepler-233 b,K00790.01
Kepler-233 c,K00790.02
Kepler-234 b,K00800.01
Kepler-234 c,K00800.02
Kepler-235 b,K00812.01
Kepler-235 c,K00812.04
Kepler-235 d,K00812.02
Kepler-235 e,K00812.03
Kepler-236 b,K00817.02
Kepler-236 c,K00817.01
Kepler-237 b,K00825.02
Kepler-237 c,K00825.01
Kepler-238 b,K00834.04
Kepler-238 c,K00834.03
Kepler-238 d,K00834.02
Kepler-238 e,K00834.01
Kepler-238 f,K00834.05
Kepler-239 b,K00835.01
Kepler-239 c,K00835.02
Kepler-24 b,K01102.02
Kepler-24 c,K01102.01
Kepler-24 d,K01102.04
Kepler-24 e,K01102.03
Kepler-240 b,K00837.02
Kepler-240 c,K00837.01
Kepler-241 b,K00842.01
Kepler-241 c,K00842.02
Kepler-242 b,K00853.01
Kepler-242 c,K00853.02
Kepler-243 b,K00857.01
Kepler-243 c,K00857.02
Kepler-244 b,K00864.01
Kepler-244 c,K00864.03
Kepler-244 d,K00864.02
Kepler-245 b,K00869.01
Kepler-245 c,K00869.03
Kepler-245 d,K00869.02
Kepler-245 e,K00869.04
Kepler-246 b,K00874.01
Kepler-246 c,K00874.02
Kepler-247 b,K00884.03
Kepler-247 c,K00884.01
Kepler-247 d,K00884.02
Kepler-248 b,K00896.02
Kepler-248 c,K00896.01
Kepler-249 b,K00899.02
Kepler-249 c,K00899.01
Kepler-249 d,K00899.03
Kepler-25 A b,K00244.02
Kepler-25 A c,K00244.01
Kepler-250 b,K00906.03
Kepler-250 c,K00906.01
Kepler-250 d,K00906.02
Kepler-251 b,K00907.03
Kepler-251 c,K00907.01
Kepler-251 d,K00907.02
Kepler-251 e,K00907.04
Kepler-252 b,K00912.02
Kepler-252 c,K00912.01
Kepler-253 b,K00921.03
Kepler-253 c,K00921.01
Kepler-253 d,K00921.02
Kepler-254 b,K00934.01
Kepler-254 c,K00934.02
Kepler-254 d,K00934.03
Kepler-255 b,K00938.03
Kepler-255 c,K00938.01
Kepler-255 d,K00938.02
Kepler-256 b,K00939.03
Kepler-256 c,K00939.01
Kepler-256 d,K00939.02
Kepler-256 e,K00939.04
Kepler-257 b,K00941.02
Kepler-257 c,K00941.01
Kepler-257 d,K00941.03
Kepler-258 b,K00951.01
Kepler-258 c,K00951.02
Kepler-259 b,K00954.01
Kepler-259 c,K00954.02
Kepler-26 b,K00250.01
Kepler-26 c,K00250.02
Kepler-26 d,K00250.03
Kepler-26 e,K00250.04
Kepler-260 b,K00986.01
Kepler-260 c,K00986.02
Kepler-261 b,K00988.01
Kepler-261 c,K00988.02
Kepler-262 b,K00993.02
Kepler-262 c,K00993.01
Kepler-263 b,K00999.01
Kepler-263 c,K00999.02
Kepler-264 b,K01001.01
Kepler-264 c,K01001.02
Kepler-265 b,K01052.02
Kepler-265 c,K01052.01
Kepler-265 d,K01052.04
Kepler-265 e,K01052.03
Kepler-266 b,K01070.01
Kepler-266 c,K01070.02
Kepler-267 b,K01078.01
Kepler-267 c,K01078.02
Kepler-267 d,K01078.03
Kepler-268 b,K01113.01
Kepler-268 c,K01113.02
Kepler-269 b,K01127.01
Kepler-269 c,K01127.02
Kepler-27 b,K00841.01
Kepler-27 c,K00841.02
Kepler-270 b,K01148.01
Kepler-270 c,K01148.02
Kepler-271 b,K01151.01
Kepler-271 c,K01151.02
Kepler-271 d,K01151.03
Kepler-272 b,K01161.03
Kepler-272 c,K01161.01
Kepler-272 d,K01161.02
Kepler-273 b,K01163.01
Kepler-273 c,K01163.02
Kepler-274 b,K01196.02
Kepler-274 c,K01196.03
Kepler-275 b,K01198.02
Kepler-275 c,K01198.01
Kepler-275 d,K01198.03
Kepler-276 b,K01203.02
Kepler-276 c,K01203.01
Kepler-276 d,K01203.03
Kepler-277 b,K01215.01
Kepler-277 c,K01215.02
Kepler-278 b,K01221.01
Kepler-278 c,K01221.02
Kepler-279 b,K01236.02
Kepler-279 c,K01236.01
Kepler-279 d,K01236.03
Kepler-28 b,K00870.01
Kepler-28 c,K00870.02
Kepler-280 b,K01240.01
Kepler-280 c,K01240.02
Kepler-281 b,K01258.02
Kepler-281 c,K01258.01
Kepler-282 b,K01278.03
Kepler-282 c,K01278.04
Kepler-282 d,K01278.01
Kepler-282 e,K01278.02
Kepler-283 b,K01298.01
Kepler-283 c,K01298.02
Kepler-284 b,K01301.01
Kepler-284 c,K01301.02
Kepler-285 b,K01305.01
Kepler-285 c,K01305.02
Kepler-286 b,K01306.01
Kepler-286 c,K01306.02
Kepler-286 d,K01306.03
Kepler-286 e,K01306.04
Kepler-287 b,K01307.02
Kepler-287 c,K01307.01
Kepler-288 b,K01332.02
Kepler-288 c,K01332.01
Kepler-288 d,K01332.03
Kepler-289 b,K01353.02
Kepler-289 c,K01353.01
Kepler-29 b,K00738.01
Kepler-29 c,K00738.02
Kepler-290 b,K01360.02
Kepler-290 c,K01360.01
Kepler-291 b,K01363.01
Kepler-291 c,K01363.02
Kepler-292 b,K01364.05
Kepler-292 c,K01364.04
Kepler-292 d,K01364.02
Kepler-292 e,K01364.03
Kepler-292 f,K01364.01
Kepler-293 b,K01366.01
Kepler-293 c,K01366.02
Kepler-294 b,K01396.02
Kepler-294 c,K01396.01
Kepler-295 b,K01413.01
Kepler-295 c,K01413.02
Kepler-295 d,K01413.03
Kepler-296 A b,K01422.03
Kepler-296 A c,K01422.01
Kepler-296 A d,K01422.02
Kepler-296 A e,K01422.05
Kepler-296 A f,K01422.04
Kepler-297 b,K01426.01
Kepler-297 c,K01426.02
Kepler-298 b,K01430.01
Kepler-298 c,K01430.02
Kepler-298 d,K01430.03
Kepler-299 b,K01432.03
Kepler-299 c,K01432.01
Kepler-299 d,K01432.02
Kepler-299 e,K01432.04
Kepler-3 b,K00003.01
Kepler-30 b,K00806.03
Kepler-30 c,K00806.02
Kepler-30 d,K00806.01
Kepler-300 b,K01435.02
Kepler-300 c,K01435.01
Kepler-301 b,K01436.01
Kepler-301 c,K01436.03
Kepler-301 d,K01436.02
Kepler-302 b,K01486.02
Kepler-302 c,K01486.01
Kepler-303 b,K01515.01
Kepler-303 c,K01515.02
Kepler-304 b,K01557.01
Kepler-304 c,K01557.03
Kepler-304 d,K01557.02
Kepler-304 e,K01557.04
Kepler-305 b,K01563.01
Kepler-305 c,K01563.02
Kepler-305 d,K01563.04
Kepler-305 e,K01563.03
Kepler-306 b,K01567.02
Kepler-306 c,K01567.01
Kepler-306 d,K01567.03
Kepler-306 e,K01567.04
Kepler-307 b,K01576.01
Kepler-307 c,K01576.02
Kepler-308 b,K01593.01
Kepler-308 c,K01593.02
Kepler-309 b,K01596.01
Kepler-309 c,K01596.02
Kepler-31 b,K00935.01
Kepler-31 c,K00935.02
Kepler-31 d,K00935.03
Kepler-310 b,K01598.03
Kepler-310 c,K01598.01
Kepler-310 d,K01598.02
Kepler-311 b,K01608.01
Kepler-311 c,K01608.02
Kepler-312 b,K01628.02
Kepler-312 c,K01628.01
Kepler-313 b,K01647.01
Kepler-313 c,K01647.02
Kepler-314 b,K01692.02
Kepler-314 c,K01692.01
Kepler-315 b,K01707.01
Kepler-315 c,K01707.02
Kepler-316 b,K01713.02
Kepler-316 c,K01713.01
Kepler-317 b,K01760.01
Kepler-317 c,K01760.02
Kepler-318 b,K01779.01
Kepler-318 c,K01779.02
Kepler-319 b,K01805.03
Kepler-319 c,K01805.01
Kepler-319 d,K01805.02
Kepler-32 b,K00952.01
Kepler-32 c,K00952.02
Kepler-32 d,K00952.03
Kepler-32 e,K00952.04
Kepler-32 f,K00952.05
Kepler-320 b,K01806.03
Kepler-320 c,K01806.02
Kepler-321 b,K01809.02
Kepler-321 c,K01809.01
Kepler-322 b,K01820.02
Kepler-322 c,K01820.01
Kepler-323 b,K01824.02
Kepler-323 c,K01824.01
Kepler-324 b,K01831.02
Kepler-324 c,K01831.01
Kepler-325 b,K01832.01
Kepler-325 c,K01832.02
Kepler-325 d,K01832.03
Kepler-326 b,K01835.02
Kepler-326 c,K01835.01
Kepler-326 d,K01835.03
Kepler-327 b,K01867.01
Kepler-327 c,K01867.03
Kepler-327 d,K01867.02
Kepler-328 b,K01873.02
Kepler-328 c,K01873.01
Kepler-329 b,K01874.02
Kepler-329 c,K01874.01
Kepler-33 b,K00707.05
Kepler-33 c,K00707.04
Kepler-33 d,K00707.01
Kepler-33 e,K00707.03
Kepler-33 f,K00707.02
Kepler-330 b,K01891.02
Kepler-330 c,K01891.01
Kepler-331 b,K01895.01
Kepler-331 c,K01895.02
Kepler-331 d,K01895.03
Kepler-332 b,K01905.01
Kepler-332 c,K01905.02
Kepler-332 d,K01905.03
Kepler-333 A b,K01908.01
Kepler-333 A c,K01908.02
Kepler-334 b,K01909.02
Kepler-334 c,K01909.01
Kepler-334 d,K01909.03
Kepler-335 b,K01915.01
Kepler-335 c,K01915.02
Kepler-336 b,K01916.03
Kepler-336 c,K01916.02
Kepler-336 d,K01916.01
Kepler-337 b,K01929.02
Kepler-337 c,K01929.01
Kepler-338 b,K01930.01
Kepler-338 c,K01930.02
Kepler-338 d,K01930.03
Kepler-338 e,K01930.04
Kepler-339 b,K01931.01
Kepler-339 c,K01931.03
Kepler-339 d,K01931.02
Kepler-340 b,K01932.02
Kepler-340 c,K01932.01
Kepler-341 b,K01952.03
Kepler-341 c,K01952.01
Kepler-341 d,K01952.02
Kepler-341 e,K01952.04
Kepler-342 b,K01955.01
Kepler-342 c,K01955.04
Kepler-342 d,K01955.02
Kepler-342 e,K01955.03
Kepler-343 b,K01960.01
Kepler-343 c,K01960.02
Kepler-344 b,K01970.01
Kepler-344 c,K01970.02
Kepler-345 b,K01977.02
Kepler-345 c,K01977.01
Kepler-346 b,K01978.01
Kepler-346 c,K01978.02
Kepler-347 b,K01992.01
Kepler-347 c,K01992.02
Kepler-348 b,K02011.01
Kepler-348 c,K02011.02
Kepler-349 b,K02022.01
Kepler-349 c,K02022.02
Kepler-350 b,K02025.03
Kepler-350 c,K02025.01
Kepler-350 d,K02025.02
Kepler-351 b,K02028.02
Kepler-351 c,K02028.01
Kepler-351 d,K02028.03
Kepler-352 b,K02029.02
Kepler-352 c,K02029.01
Kepler-353 A b,K02036.02
Kepler-353 A c,K02036.01
Kepler-354 b,K02045.01
Kepler-354 c,K02045.03
Kepler-354 d,K02045.02
Kepler-355 b,K02051.02
Kepler-355 c,K02051.01
Kepler-356 b,K02053.02
Kepler-356 c,K02053.01
Kepler-357 b,K02073.02
Kepler-357 c,K02073.03
Kepler-357 d,K02073.01
Kepler-358 b,K02080.02
Kepler-358 c,K02080.01
Kepler-359 b,K02092.02
Kepler-359 c,K02092.01
Kepler-359 d,K02092.03
Kepler-36 b,K00277.02
Kepler-36 c,K00277.01
Kepler-360 b,K02111.01
Kepler-360 c,K02111.02
Kepler-361 b,K02135.03
Kepler-361 c,K02135.01
Kepler-362 b,K02147.02
Kepler-362 c,K02147.01
Kepler-363 b,K02148.03
Kepler-363 c,K02148.02
Kepler-363 d,K02148.01
Kepler-364 b,K02153.02
Kepler-364 c,K02153.01
Kepler-365 b,K02163.01
Kepler-365 c,K02163.02
Kepler-366 b,K02168.01
Kepler-366 c,K02168.02
Kepler-367 b,K02173.01
Kepler-367 c,K02173.02
Kepler-368 b,K02175.01
Kepler-368 c,K02175.02
Kepler-369 b,K02179.02
Kepler-369 c,K02179.01
Kepler-37 b,K00245.03
Kepler-37 c,K00245.02
Kepler-37 d,K00245.01
Kepler-37 e,K00245.04
Kepler-370 b,K02183.02
Kepler-370 c,K02183.01
Kepler-371 b,K02194.01
Kepler-371 c,K02194.02
Kepler-372 b,K02195.03
Kepler-372 c,K02195.01
Kepler-372 d,K02195.02
Kepler-373 b,K02218.01
Kepler-373 c,K02218.02
Kepler-374 b,K02220.03
Kepler-374 c,K02220.01
Kepler-374 d,K02220.02
Kepler-375 b,K02236.02
Kepler-375 c,K02236.01
Kepler-376 b,K02278.02
Kepler-376 c,K02278.01
Kepler-377 b,K02279.02
Kepler-377 c,K02279.01
Kepler-378 b,K02287.01
Kepler-378 c,K02287.02
Kepler-379 b,K02289.02
Kepler-379 c,K02289.01
Kepler-380 b,K02333.01
Kepler-380 c,K02333.02
Kepler-381 b,K02352.02
Kepler-381 c,K02352.01
Kepler-382 b,K02374.01
Kepler-382 c,K02374.02
Kepler-383 b,K02413.01
Kepler-383 c,K02413.02
Kepler-384 b,K02414.01
Kepler-384 c,K02414.02
Kepler-385 b,K02433.02
Kepler-385 c,K02433.01
Kepler-385 d,K02433.03
Kepler-386 b,K02442.02
Kepler-386 c,K02442.01
Kepler-387 b,K02443.01
Kepler-387 c,K02443.02
Kepler-388 b,K02466.01
Kepler-388 c,K02466.02
Kepler-389 b,K02473.01
Kepler-389 c,K02473.03
Kepler-39 b,K00423.01
Kepler-390 A b,K02498.01
Kepler-390 A c,K02498.02
Kepler-391 b,K02541.01
Kepler-391 c,K02541.02
Kepler-392 b,K02585.01
Kepler-392 c,K02585.02
Kepler-393 b,K02595.01
Kepler-393 c,K02595.02
Kepler-394 b,K02597.01
Kepler-394 c,K02597.02
Kepler-395 b,K02650.02
Kepler-395 c,K02650.01
Kepler-396 b,K02672.02
Kepler-396 c,K02672.01
Kepler-397 b,K02681.02
Kepler-397 c,K02681.01
Kepler-398 b,K02693.01
Kepler-398 c,K02693.02
Kepler-398 d,K02693.03
Kepler-399 b,K02707.02
Kepler-399 c,K02707.03
Kepler-399 d,K02707.01
Kepler-4 b,K00007.01
Kepler-40 b,K00428.01
Kepler-400 b,K02711.01
