Name,KOI
Kepler-400 c,K02711.02
Kepler-401 b,K02714.01
Kepler-401 c,K02714.02
Kepler-401 d,K02714.03
Kepler-402 b,K02722.03
Kepler-402 c,K02722.01
Kepler-402 d,K02722.04
Kepler-402 e,K02722.02
Kepler-403 b,K02732.01
Kepler-403 c,K02732.03
Kepler-403 d,K02732.02
Kepler-404 b,K02768.01
Kepler-404 c,K02768.02
Kepler-405 b,K03057.02
Kepler-405 c,K03057.01
Kepler-406 b,K00321.01
Kepler-406 c,K00321.02
Kepler-407 b,K01442.01
Kepler-408 b,K01612.01
Kepler-409 b,K01925.01
Kepler-41 b,K00196.01
Kepler-410 A b,K00042.01
Kepler-411 A b,K01781.02
Kepler-411 A c,K01781.01
Kepler-411 A d,K01781.03
Kepler-412 b,K00202.01
Kepler-414 b,K00341.02
Kepler-414 c,K00341.01
Kepler-415 b,K01194.03
Kepler-415 c,K01194.01
Kepler-416 b,K01860.01
Kepler-416 c,K01860.02
Kepler-417 b,K02113.02
Kepler-417 c,K02113.01
Kepler-418 b,K01089.01
Kepler-419 b,K01474.01
Kepler-42 b,K00961.01
Kepler-42 c,K00961.02
Kepler-42 d,K00961.03
Kepler-420 b,K01257.01
Kepler-421 b,K01274.01
Kepler-422 b,K00022.01
Kepler-423 b,K00183.01
Kepler-424 b,K00214.01
Kepler-425 b,K00188.01
Kepler-426 b,K00195.01
Kepler-427 b,K00192.01
Kepler-428 b,K00830.01
Kepler-43 b,K00135.01
Kepler-430 b,K02365.01
Kepler-430 c,K02365.02
Kepler-431 b,K03097.02
Kepler-431 c,K03097.03
Kepler-431 d,K03097.01
Kepler-432 b,K01299.01
Kepler-433 b,K00206.01
Kepler-434 b,K00614.01
Kepler-435 b,K00680.01
Kepler-436 b,K02529.02
Kepler-436 c,K02529.01
Kepler-437 b,K03255.01
Kepler-438 b,K03284.01
Kepler-439 b,K04005.01
Kepler-44 b,K00204.01
Kepler-440 b,K04087.01
Kepler-441 b,K04622.01
Kepler-442 b,K04742.01
Kepler-443 b,K04745.01
Kepler-444 A b,K03158.01
Kepler-444 A c,K03158.02
Kepler-444 A d,K03158.03
Kepler-444 A e,K03158.04
Kepler-444 A f,K03158.05
Kepler-445 b,K02704.02
Kepler-445 c,K02704.01
Kepler-445 d,K02704.03
Kepler-446 b,K02842.01
Kepler-446 c,K02842.03
Kepler-446 d,K02842.02
Kepler-447 b,K01800.01
Kepler-448 b,K00012.01
Kepler-449 b,K00270.01
Kepler-449 c,K00270.02
Kepler-45 b,K00254.01
Kepler-450 b,K00279.01
Kepler-450 c,K00279.02
Kepler-450 d,K00279.03
Kepler-452 b,K07016.01
Kepler-454 A b,K00273.01
Kepler-458 b,K00179.02
Kepler-458 c,K00179.01
Kepler-46 b,K00872.01
Kepler-46 d,K00872.02
Kepler-460 b,K03791.01
Kepler-460 c,K03791.02
Kepler-461 b,K00049.01
Kepler-462 b,K00089.01
Kepler-462 c,K00089.02
Kepler-463 b,K00105.01
Kepler-464 b,K00107.01
Kepler-465 b,K00110.01
Kepler-466 b,K00112.01
Kepler-466 c,K00112.02
Kepler-467 b,K00118.01
Kepler-468 b,K00125.01
Kepler-469 b,K00126.01
Kepler-470 b,K00129.01
Kepler-471 b,K00131.01
Kepler-472 b,K00144.01
Kepler-473 b,K00149.01
Kepler-474 b,K00155.01
Kepler-475 b,K00161.01
Kepler-476 b,K00162.01
Kepler-477 B b,K00163.01
Kepler-478 b,K00165.01
Kepler-479 b,K00166.01
Kepler-48 b,K00148.01
Kepler-48 c,K00148.02
Kepler-48 d,K00148.03
Kepler-480 b,K00167.01
Kepler-481 b,K00173.01
Kepler-482 b,K00174.01
Kepler-483 b,K00176.01
Kepler-484 b,K00180.01
Kepler-485 b,K00186.01
Kepler-486 b,K00189.01
Kepler-487 b,K00191.01
Kepler-487 c,K00191.04
Kepler-488 b,K00194.01
Kepler-489 b,K00197.01
Kepler-49 b,K00248.01
Kepler-49 c,K00248.02
Kepler-49 d,K00248.03
Kepler-49 e,K00248.04
Kepler-490 b,K00199.01
Kepler-491 b,K00201.01
Kepler-492 b,K00205.01
Kepler-493 b,K00208.01
Kepler-494 b,K00219.01
Kepler-495 b,K00221.01
Kepler-496 b,K00226.01
Kepler-497 b,K00229.01
Kepler-498 b,K00234.01
Kepler-499 b,K00235.01
Kepler-5 b,K00018.01
Kepler-50 b,K00262.01
Kepler-50 c,K00262.02
Kepler-500 b,K00237.01
Kepler-501 b,K00239.01
Kepler-502 b,K00240.01
Kepler-503 b,K00242.01
Kepler-504 A b,K00249.01
Kepler-505 b,K00255.01
Kepler-506 b,K00257.01
Kepler-507 b,K00265.01
Kepler-508 b,K00266.01
Kepler-509 b,K00276.01
Kepler-51 b,K00620.01
Kepler-51 c,K00620.03
Kepler-51 d,K00620.02
Kepler-510 b,K00281.01
Kepler-511 b,K00289.02
Kepler-512 b,K00294.01
Kepler-513 b,K00296.01
Kepler-514 A b,K00297.01
Kepler-515 A b,K00298.01
Kepler-516 b,K00302.01
Kepler-517 A b,K00303.01
Kepler-518 b,K00304.01
Kepler-519 A b,K00306.01
Kepler-52 b,K00775.02
Kepler-52 c,K00775.01
Kepler-52 d,K00775.03
Kepler-520 b,K00307.01
Kepler-520 c,K00307.02
Kepler-521 b,K00317.01
Kepler-522 b,K00318.01
Kepler-523 b,K00323.01
Kepler-524 b,K00330.01
Kepler-524 c,K00330.02
Kepler-525 b,K00331.01
Kepler-526 b,K00332.01
Kepler-527 b,K00333.01
Kepler-528 b,K00337.01
Kepler-529 b,K00339.01
Kepler-529 c,K00339.02
Kepler-53 b,K00829.01
Kepler-53 c,K00829.03
Kepler-53 d,K00829.02
Kepler-530 A b,K00344.01
Kepler-531 b,K00345.01
Kepler-532 b,K00346.01
Kepler-533 b,K00348.01
Kepler-534 b,K00354.01
Kepler-535 b,K00355.01
Kepler-536 b,K00356.01
Kepler-537 b,K00361.01
Kepler-538 A b,K00365.01
Kepler-539 b,K00372.01
Kepler-54 b,K00886.01
Kepler-54 c,K00886.02
Kepler-54 d,K00886.03
Kepler-540 b,K00374.01
Kepler-541 b,K00384.01
Kepler-542 b,K00385.01
Kepler-543 b,K00387.01
Kepler-544 b,K00393.01
Kepler-545 b,K00409.01
Kepler-546 b,K00412.01
Kepler-547 b,K00420.01
Kepler-548 b,K00421.01
Kepler-549 b,K00427.02
Kepler-549 c,K00427.03
Kepler-55 b,K00904.02
Kepler-55 c,K00904.03
Kepler-55 d,K00904.01
Kepler-55 e,K00904.04
Kepler-55 f,K00904.05
Kepler-550 b,K00429.01
Kepler-551 b,K00430.01
Kepler-552 b,K00432.01
Kepler-553 b,K00433.01
Kepler-553 c,K00433.02
Kepler-554 b,K00439.01
Kepler-555 b,K00443.01
Kepler-556 b,K00444.01
Kepler-557 b,K00452.01
Kepler-558 b,K00454.01
Kepler-559 b,K00460.01
Kepler-56 b,K01241.02
Kepler-56 c,K01241.01
Kepler-560 B b,K00463.01
Kepler-561 b,K00464.01
Kepler-561 c,K00464.02
Kepler-562 b,K00467.01
Kepler-563 b,K00468.01
Kepler-564 b,K00470.01
Kepler-565 b,K00472.01
Kepler-566 b,K00476.01
Kepler-567 b,K00477.01
Kepler-568 b,K00478.01
Kepler-569 b,K00479.01
Kepler-57 b,K01270.01
Kepler-57 c,K01270.02
Kepler-570 b,K00480.01
Kepler-571 b,K00483.01
Kepler-572 b,K00484.01
Kepler-573 b,K00486.01
Kepler-574 b,K00487.01
Kepler-575 b,K00488.01
Kepler-576 b,K00492.01
Kepler-577 b,K00494.01
Kepler-578 b,K00496.01
Kepler-579 b,K00499.01
Kepler-58 b,K01336.01
Kepler-58 c,K01336.02
Kepler-58 d,K01336.03
Kepler-580 b,K00503.01
Kepler-581 b,K00504.01
Kepler-582 b,K00507.01
Kepler-583 b,K00512.01
Kepler-584 b,K00513.01
Kepler-585 b,K00517.01
Kepler-586 b,K00526.01
Kepler-587 b,K00530.01
Kepler-588 b,K00532.01
Kepler-589 b,K00533.01
Kepler-59 b,K01529.02
Kepler-59 c,K01529.01
Kepler-590 b,K00535.01
Kepler-591 b,K00536.01
Kepler-592 b,K00537.01
Kepler-593 b,K00538.01
Kepler-594 b,K00541.01
Kepler-595 b,K00547.01
Kepler-595 c,K00547.03
Kepler-596 b,K00548.01
Kepler-597 b,K00550.01
Kepler-598 b,K00555.01
Kepler-598 c,K00555.02
Kepler-599 b,K00557.01
Kepler-6 b,K00017.01
Kepler-60 b,K02086.01
Kepler-60 c,K02086.02
Kepler-60 d,K02086.03
Kepler-600 b,K00560.01
Kepler-601 b,K00561.01
Kepler-602 b,K00563.01
Kepler-603 b,K00564.01
Kepler-603 c,K00564.02
Kepler-603 d,K00564.03
Kepler-604 b,K00566.01
Kepler-605 b,K00568.01
Kepler-605 c,K00568.02
Kepler-606 b,K00575.01
Kepler-607 b,K00577.02
Kepler-608 b,K00578.01
Kepler-609 b,K00580.01
Kepler-61 b,K01361.01
Kepler-610 b,K00581.01
Kepler-610 c,K00581.02
Kepler-611 b,K00583.01
Kepler-612 b,K00585.01
Kepler-613 b,K00586.01
Kepler-614 b,K00587.01
Kepler-615 b,K00588.01
Kepler-616 b,K00593.01
Kepler-616 c,K00593.02
Kepler-617 b,K00596.01
Kepler-618 b,K00600.01
Kepler-619 b,K00601.01
Kepler-619 c,K00601.03
Kepler-62 b,K00701.02
Kepler-62 c,K00701.05
Kepler-62 d,K00701.01
Kepler-62 e,K00701.03
Kepler-62 f,K00701.04
Kepler-620 b,K00602.01
Kepler-621 b,K00605.01
Kepler-622 b,K00610.01
Kepler-623 b,K00618.01
Kepler-624 b,K00626.01
Kepler-625 b,K00627.01
Kepler-625 c,K00627.02
Kepler-626 b,K00628.01
Kepler-627 b,K00629.01
Kepler-628 b,K00631.01
Kepler-629 b,K00632.01
Kepler-63 b,K00063.01
Kepler-630 b,K00633.01
Kepler-631 b,K00639.01
Kepler-632 b,K00640.01
Kepler-633 b,K00645.01
Kepler-634 b,K00647.01
Kepler-635 b,K00649.01
Kepler-636 A b,K00652.01
Kepler-637 b,K00659.01
Kepler-638 b,K00660.01
Kepler-639 b,K00662.01
Kepler-640 b,K00666.01
Kepler-641 b,K00670.01
Kepler-642 b,K00673.01
Kepler-643 b,K00674.01
Kepler-644 b,K00685.01
Kepler-645 b,K00688.01
Kepler-646 b,K00689.01
Kepler-647 b,K00691.02
Kepler-647 c,K00691.01
Kepler-648 b,K00694.01
Kepler-649 b,K00695.01
Kepler-65 b,K00085.02
Kepler-65 c,K00085.01
Kepler-65 d,K00085.03
Kepler-650 b,K00697.01
Kepler-651 b,K00709.01
Kepler-652 b,K00714.01
Kepler-653 b,K00717.01
Kepler-653 c,K00717.02
Kepler-654 b,K00721.01
Kepler-655 b,K00722.01
Kepler-656 b,K00732.01
Kepler-657 b,K00734.01
Kepler-658 b,K00739.01
Kepler-659 b,K00740.01
Kepler-66 b,K01958.01
Kepler-660 b,K00746.01
Kepler-661 b,K00747.01
Kepler-662 b,K00750.01
Kepler-663 b,K00751.01
Kepler-664 b,K00755.01
Kepler-665 b,K00758.01
Kepler-666 b,K00762.01
Kepler-667 b,K00764.01
Kepler-668 b,K00765.01
Kepler-669 b,K00766.01
Kepler-67 b,K02115.01
Kepler-670 b,K00767.01
Kepler-671 b,K00769.01
Kepler-672 b,K00773.01
Kepler-673 b,K00776.01
Kepler-674 b,K00778.01
Kepler-675 b,K00780.01
Kepler-676 b,K00781.01
Kepler-677 b,K00782.01
Kepler-678 b,K00783.01
Kepler-679 b,K00785.01
Kepler-68 A b,K00246.01
Kepler-68 A c,K00246.02
Kepler-680 b,K00786.01
Kepler-681 b,K00788.01
Kepler-682 b,K00791.01
Kepler-683 b,K00794.01
Kepler-684 b,K00795.01
Kepler-685 b,K00801.01
Kepler-686 b,K00809.01
Kepler-687 b,K00811.01
Kepler-688 b,K00813.01
Kepler-689 b,K00814.01
Kepler-69 b,K00172.01
Kepler-69 c,K00172.02
Kepler-690 b,K00816.01
Kepler-691 b,K00818.01
Kepler-692 b,K00821.01
Kepler-693 b,K00824.01
Kepler-694 b,K00826.01
Kepler-695 b,K00840.01
Kepler-696 b,K00843.01
Kepler-697 b,K00844.01
Kepler-698 b,K00845.01
Kepler-699 b,K00846.01
Kepler-7 b,K00097.01
Kepler-700 b,K00847.01
Kepler-701 b,K00849.01
Kepler-702 b,K00850.01
Kepler-703 b,K00851.01
Kepler-704 b,K00852.01
Kepler-705 b,K00854.01
Kepler-706 b,K00855.01
Kepler-707 b,K00861.01
Kepler-708 b,K00863.01
Kepler-709 b,K00867.01
Kepler-71 b,K00217.01
Kepler-710 b,K00873.01
Kepler-711 b,K00878.01
Kepler-712 b,K00881.01
Kepler-712 c,K00881.02
Kepler-713 b,K00887.01
Kepler-714 b,K00890.01
Kepler-715 b,K00891.01
Kepler-716 b,K00892.01
Kepler-716 c,K00892.02
Kepler-717 b,K00893.01
Kepler-718 b,K00897.01
Kepler-719 b,K00903.01
Kepler-720 b,K00908.01
Kepler-721 b,K00910.01
Kepler-722 b,K00911.01
Kepler-722 c,K00911.02
Kepler-723 b,K00913.01
Kepler-724 b,K00916.01
Kepler-725 b,K00918.01
Kepler-726 b,K00920.01
Kepler-727 b,K00922.01
Kepler-728 b,K00923.01
Kepler-729 b,K00926.01
Kepler-730 b,K00929.01
Kepler-730 c,K00929.02
Kepler-731 b,K00931.01
Kepler-732 b,K00936.01
Kepler-732 c,K00936.02
Kepler-733 b,K00937.01
Kepler-734 b,K00940.01
Kepler-735 b,K00942.01
Kepler-736 b,K00943.01
Kepler-737 b,K00947.01
Kepler-738 b,K00948.01
Kepler-739 b,K00949.01
Kepler-74 b,K00200.01
Kepler-740 b,K00953.01
Kepler-741 b,K00955.01
Kepler-742 b,K00956.01
Kepler-743 A b,K00987.01
Kepler-744 b,K00991.01
Kepler-745 b,K00992.01
Kepler-746 b,K01002.01
Kepler-747 b,K01005.01
Kepler-748 b,K01007.01
Kepler-749 b,K01014.01
Kepler-75 b,K00889.01
Kepler-750 b,K01015.01
Kepler-750 c,K01015.02
Kepler-751 b,K01017.01
Kepler-752 b,K01022.01
Kepler-753 b,K01024.01
Kepler-754 b,K01031.01
Kepler-755 A b,K01050.01
Kepler-755 A c,K01050.02
Kepler-756 b,K01053.01
Kepler-757 b,K01059.01
Kepler-758 b,K01060.01
Kepler-758 c,K01060.02
Kepler-758 d,K01060.03
Kepler-758 e,K01060.04
Kepler-759 b,K01061.01
Kepler-76 b,K01658.01
Kepler-760 b,K01069.01
Kepler-760 c,K01069.02
Kepler-761 b,K01072.01
Kepler-762 b,K01074.01
Kepler-763 b,K01082.03
Kepler-764 b,K01083.01
Kepler-765 b,K01086.01
Kepler-766 b,K01094.01
Kepler-767 b,K01099.01
Kepler-768 b,K01101.01
Kepler-769 b,K01106.01
Kepler-769 c,K01106.02
Kepler-77 b,K00127.01
Kepler-770 b,K01108.01
Kepler-770 c,K01108.02
Kepler-770 d,K01108.03
Kepler-771 b,K01110.01
Kepler-772 b,K01115.01
Kepler-773 b,K01116.01
Kepler-774 b,K01117.01
Kepler-775 b,K01128.01
Kepler-776 b,K01129.01
Kepler-777 b,K01141.01
Kepler-778 b,K01142.01
Kepler-779 A b,K01146.01
Kepler-780 b,K01150.01
Kepler-781 b,K01160.01
Kepler-782 b,K01162.01
Kepler-783 b,K01165.02
Kepler-783 c,K01165.01
Kepler-784 b,K01175.01
Kepler-785 b,K01176.01
Kepler-786 b,K01199.01
Kepler-787 b,K01202.01
Kepler-788 b,K01204.01
Kepler-789 b,K01205.01
Kepler-79 b,K00152.03
Kepler-79 c,K00152.02
Kepler-79 d,K00152.01
Kepler-79 e,K00152.04
Kepler-790 b,K01207.01
Kepler-791 b,K01210.01
Kepler-792 b,K01212.01
Kepler-793 b,K01214.01
Kepler-794 b,K01216.01
Kepler-795 A b,K01218.01
Kepler-796 b,K01220.01
Kepler-797 b,K01238.01
Kepler-798 b,K01245.01
Kepler-799 b,K01261.01
Kepler-8 b,K00010.01
Kepler-80 b,K00500.01
Kepler-80 c,K00500.02
Kepler-80 d,K00500.03
Kepler-80 e,K00500.04
Kepler-80 f,K00500.05
Kepler-800 b,K01264.01
Kepler-801 b,K01266.01
Kepler-802 b,K01273.01
Kepler-803 b,K01275.01
Kepler-804 b,K01279.01
Kepler-804 c,K01279.02
Kepler-805 b,K01282.01
Kepler-806 b,K01283.01
Kepler-807 b,K01288.01
Kepler-808 b,K01300.01
Kepler-809 b,K01302.01
Kepler-81 b,K00877.01
Kepler-81 c,K00877.02
Kepler-81 d,K00877.03
Kepler-810 b,K01304.01
Kepler-811 b,K01308.01
Kepler-812 b,K01309.01
Kepler-813 b,K01310.01
Kepler-814 b,K01312.01
Kepler-815 b,K01314.01
Kepler-816 b,K01320.01
Kepler-817 b,K01323.01
Kepler-818 b,K01325.01
Kepler-819 b,K01329.01
Kepler-82 b,K00880.01
Kepler-82 c,K00880.02
Kepler-82 d,K00880.04
Kepler-82 e,K00880.03
Kepler-820 b,K01335.01
Kepler-821 b,K01337.01
Kepler-822 b,K01338.01
Kepler-823 b,K01339.01
Kepler-824 b,K01341.01
Kepler-825 b,K01342.01
Kepler-825 c,K01342.02
Kepler-826 b,K01344.01
Kepler-827 b,K01355.01
Kepler-828 b,K01367.01
Kepler-829 b,K01370.01
Kepler-83 A b,K00898.01
Kepler-83 A c,K00898.03
Kepler-83 A d,K00898.02
Kepler-830 b,K01377.01
Kepler-831 b,K01379.01
Kepler-832 b,K01402.01
Kepler-833 b,K01403.01
Kepler-834 b,K01404.01
Kepler-835 b,K01405.01
Kepler-836 b,K01406.01
Kepler-837 b,K01409.01
Kepler-838 b,K01410.01
Kepler-839 b,K01412.01
Kepler-84 b,K01589.01
Kepler-84 c,K01589.02
Kepler-84 d,K01589.04
Kepler-84 e,K01589.03
Kepler-84 f,K01589.05
Kepler-840 b,K01416.01
Kepler-841 b,K01423.01
Kepler-842 b,K01424.01
Kepler-843 b,K01425.01
Kepler-844 b,K01427.01
Kepler-845 b,K01428.01
Kepler-846 b,K01433.01
Kepler-847 b,K01434.01
Kepler-848 b,K01438.01
Kepler-849 b,K01439.01
Kepler-85 b,K02038.01
Kepler-85 c,K02038.02
Kepler-85 d,K02038.03
Kepler-85 e,K02038.04
Kepler-850 b,K01440.01
Kepler-851 b,K01441.01
Kepler-852 b,K01444.01
Kepler-853 b,K01445.01
Kepler-854 b,K01450.01
Kepler-855 b,K01456.01
Kepler-856 b,K01457.01
Kepler-857 b,K01472.01
Kepler-858 b,K01478.01
Kepler-859 b,K01480.01
Kepler-86 b,K03663.01
Kepler-860 b,K01481.01
Kepler-861 b,K01488.01
Kepler-862 b,K01491.01
Kepler-863 b,K01495.01
Kepler-864 b,K01498.01
Kepler-865 b,K01499.01
Kepler-866 b,K01501.01
Kepler-867 b,K01503.01
Kepler-868 b,K01505.01
Kepler-869 b,K01506.01
Kepler-87 b,K01574.01
Kepler-87 c,K01574.02
Kepler-870 b,K01507.01
Kepler-871 b,K01508.01
Kepler-872 b,K01511.01
Kepler-873 b,K01516.01
Kepler-874 b,K01517.01
Kepler-875 b,K01518.01
Kepler-876 b,K01519.01
Kepler-877 b,K01520.01
Kepler-878 b,K01521.01
Kepler-879 b,K01522.01
Kepler-88 b,K00142.01
Kepler-880 b,K01525.01
Kepler-881 b,K01526.01
Kepler-882 b,K01528.01
Kepler-883 b,K01530.01
Kepler-884 b,K01531.01
Kepler-885 b,K01532.01
Kepler-886 b,K01533.01
Kepler-887 b,K01534.01
Kepler-887 c,K01534.02
Kepler-888 b,K01535.01
Kepler-889 b,K01536.01
Kepler-89 A b,K00094.04
Kepler-89 A c,K00094.02
Kepler-89 A d,K00094.01
Kepler-89 A e,K00094.03
Kepler-890 b,K01553.01
Kepler-891 b,K01564.01
Kepler-892 b,K01569.01
Kepler-893 b,K01570.01
Kepler-894 b,K01572.01
Kepler-895 b,K01577.01
Kepler-896 b,K01581.02
Kepler-897 b,K01583.01
Kepler-898 b,K01584.01
Kepler-899 b,K01585.01
Kepler-9 b,K00377.01
Kepler-9 c,K00377.02
Kepler-9 d,K00377.03
Kepler-90 b,K00351.06
Kepler-90 c,K00351.05
Kepler-90 d,K00351.03
Kepler-90 e,K00351.04
Kepler-90 f,K00351.07
Kepler-90 g,K00351.02
Kepler-90 h,K00351.01
Kepler-900 b,K01586.01
Kepler-901 b,K01588.01
Kepler-902 b,K01595.01
Kepler-903 b,K01601.01
Kepler-903 c,K01601.02
Kepler-904 b,K01603.01
Kepler-905 b,K01606.01
Kepler-906 b,K01609.01
Kepler-907 b,K01613.01
Kepler-908 A b,K01615.01
Kepler-909 b,K01616.01
Kepler-91 b,K02133.01
Kepler-910 b,K01618.01
Kepler-911 b,K01621.01
Kepler-912 b,K01626.01
Kepler-913 b,K01627.01
Kepler-914 b,K01629.01
Kepler-915 b,K01632.01
Kepler-916 b,K01633.01
Kepler-917 b,K01637.01
Kepler-918 b,K01641.01
Kepler-919 b,K01643.01
Kepler-92 b,K00285.01
Kepler-92 c,K00285.02
Kepler-92 d,K00285.03
Kepler-920 b,K01650.01
Kepler-920 c,K01650.02
Kepler-921 b,K01651.01
Kepler-922 b,K01655.01
Kepler-923 b,K01665.01
Kepler-924 b,K01669.01
Kepler-925 b,K01672.01
Kepler-926 b,K01677.01
Kepler-927 b,K01683.01
Kepler-928 b,K01687.01
Kepler-929 b,K01688.01
Kepler-93 b,K00069.01
Kepler-930 b,K01695.01
Kepler-931 b,K01700.01
Kepler-932 b,K01706.01
Kepler-933 b,K01710.01
Kepler-934 b,K01711.01
Kepler-935 b,K01716.01
Kepler-936 b,K01717.01
Kepler-937 b,K01718.01
Kepler-937 c,K01718.02
Kepler-938 b,K01721.01
Kepler-939 b,K01722.01
Kepler-94 b,K00104.01
Kepler-940 b,K01723.01
Kepler-941 b,K01724.01
Kepler-942 b,K01726.01
Kepler-943 b,K01727.01
Kepler-944 b,K01732.01
Kepler-945 b,K01736.01
Kepler-946 b,K01746.01
Kepler-947 b,K01749.01
Kepler-948 b,K01750.01
Kepler-949 b,K01751.01
Kepler-95 b,K00122.01
Kepler-950 b,K01787.01
Kepler-951 A b,K01788.01
Kepler-952 b,K01790.01
Kepler-953 b,K01792.01
Kepler-953 c,K01792.03
Kepler-954 b,K01797.01
Kepler-955 b,K01801.01
Kepler-956 b,K01802.01
Kepler-957 b,K01804.01
Kepler-958 b,K01813.01
Kepler-959 b,K01814.01
Kepler-96 b,K00261.01
Kepler-960 b,K01815.01
Kepler-961 b,K01818.01
Kepler-962 b,K01819.01
Kepler-963 b,K01821.01
Kepler-964 b,K01825.01
Kepler-965 b,K01826.01
Kepler-966 b,K01828.01
Kepler-967 b,K01830.01
Kepler-967 c,K01830.02
Kepler-968 b,K01833.01
Kepler-968 c,K01833.03
Kepler-969 b,K01837.01
Kepler-969 c,K01837.02
Kepler-97 b,K00292.01
Kepler-970 B b,K01838.01
Kepler-971 b,K01839.01
Kepler-972 b,K01840.01
Kepler-973 b,K01841.01
Kepler-974 b,K01843.01
Kepler-975 b,K01845.01
Kepler-976 b,K01846.01
Kepler-977 b,K01847.01
Kepler-978 b,K01848.01
Kepler-979 b,K01849.01
Kepler-98 b,K00299.01
Kepler-980 b,K01850.01
Kepler-981 b,K01851.01
Kepler-982 b,K01852.01
Kepler-983 b,K01853.01
Kepler-984 b,K01854.01
Kepler-985 b,K01858.01
Kepler-986 b,K01862.01
Kepler-987 b,K01866.01
Kepler-988 b,K01868.01
Kepler-989 b,K01870.01
Kepler-99 B b,K00305.01
Kepler-990 b,K01875.01
Kepler-990 c,K01875.02
Kepler-991 b,K01876.01
Kepler-992 b,K01877.01
Kepler-993 b,K01879.01
Kepler-994 b,K01880.01
Kepler-995 b,K01881.01
Kepler-996 b,K01882.01
Kepler-997 b,K01883.01
Kepler-998 b,K01885.01
Kepler-999 b,K01886.01
